deficiency_code,PortId,VesselGroup,age,deficiency_finding,description_overview,immediate_causes,root_cause_analysis,corrective_action,preventive_action,detainable_deficiency,adjusted_severity
4101,3132,Chemical,9.22381930184805,The public address system is not working.,RECTIFIED.,There are human factors.,There are human factors.,The circuit unit's blown fuse was immediately replaced with a spare.,The ship staff checked the speakers for proper functioning and found them in good working order.,No,1
10127,2679,Dry Bulk,12.528405201916495,The voyage plan didn't make it to the berths.,The last passage plan wasn't amended with anchor position and relevant berths.,Conducted training on last minute changes to passage plan.,The second officer did not know the relative requirement of the company's SMS doc.,The revised sailing plan was reviewed and confirmed by the shipmaster before the time of this report.,I don't know.,No,2
2103,524,Dry Bulk,7.080082135523614,The load pass loading computer is not approved by the administration.,The X Band radar was not working during the inspection and the ship classification society issued a requiment safety certificate.,The company misunderstanding situation with ECDIS on-line course to pass was discovered by the PSC.,"Although the Hong Kong Government has previously issued an authorization to the classification Society, the PSCO did not accept the document and requires that.","To confirm that the document was approved by the classification society under the authorization of the flag state government, a note and stamp was made on the document.",The training of the relevant crew members was done to avoid the occurrence of the same defect.,No,1
7105,2245,Dry Bulk,12.28747433264887,There is a washing machine inside the laundry.,The sink and faucet are in poor condition.,Crew Negligence and attention failure.,The PSC officer noticed that one of the two washing machines in the crew laundry was out of order and needed to be replaced.,A new washing machine will be supplied at the next vessel's port Casablanca - Morocco due to the code of deficiency.,Masters of the fleet will be told to check the operational condition of all washing machines onboard and report any malfunction to the office.,No,1
13108,1366,Dry Bulk,22.13004791238877,The Bunker Station has a heavy rusty smell.,The maintenance of certain sections was not completed due to the short voyages.,Failure to follow procedure,There is a lack of risk awareness.,The master will carry out safety rounds on a monthly basis and report the issues to the office.,The deficiency status was closed on the 18th of February.,No,1
7116,936,Chemical,15.441478439425053,Fire safety/ventilation appliance on B deck is unable to close during test.,Expired.,Direct is Tear and Wear.,The closing appliance is unable to close due to lack of maintenance.,The closing appliance is checked and maintained.,Maintenance and Frequency check must be done correctly.,No,2
11103,3683,Dry Bulk,11.915126625598903,There is provision of lifeboats.,The freefall lifeboat was found not to have been properly reset.,There are human factors.,There are human factors.,"During the inspection, the jumping stop was reset.",The crew was briefed on the procedures for securing the freefall.,No,2
1218,4950,Dry Bulk,12.492813141683778,Medical fitness for a second engineer who isn't on board.,A drill has been conducted in order to complete the mission.,Substandard acts.,"After the 2nd engineer boarded the vessel, a black and white copy of the medical certificate was provided.",The original medical certificate was given before the departure from Port of Boryeong.,"Section 3 Management of Crew Qualifications and Certificates and Section 4 Medical certificates should be provided to the all fleets, in the Crew Management, as requested by the revision of the phrase.",No,1
9209,3414,Dry Bulk,16.93634496919918,The emergency generator room has an AC 220-volt low insulation on it.,"Food should be clean, wholesome, free from adulteration and otherwise safe for human consumption.",The procedure for changing from AC to DC power was not explained by the 3rd officer.,"The insulation was checked before arrival, but low insulation was found on the emergency switch board, and the deck light was near a life raft.",Cleaned the light cover and made a seal.,All the equipment should be checked daily by the master and chief engineer.,No,1
7101,1000736,Dry Bulk,17.51129363449692,There are some intrusion materials that are broken for escape in E/R.,The 'SOLAS safety E-log' provides instructions for detailed inspection of fire doors at periodic intervals.,Instructions for correction were provided.,The inspector noticed the torn insulation material in the way of the escape trunk during the PSC inspection.,New sheet and layers of thermal insulation adhesive were applied to the compromised parts of the insulation.,The entire fleet will be made aware of the deficiency in order to prevent it from happening again.,No,1
